MocapFrame,stage0_L,stage1_L,stage2_L,final_L,stage0_R,stage1_R,stage2_R,final_R,dot_shankX_footX_L,dot_shankX_footX_R,Rrel_L_10,Rrel_L_00,Rrel_R_10,Rrel_R_00,az_from_Rrel_L_deg,az_from_Rrel_R_deg
79,-5.378946443959864e-8,5.378946443959864e-8,-2.6953394370344228e-8,-2.6953394370344228e-8,2.6780633001156497e-8,2.6780633001156497e-8,-6.964231013563755e-7,-6.964231013563755e-7,0.99203163,0.99625826,-9.313226e-10,0.99203163,4.656613e-10,0.99625826,-5.378946e-8,2.6780631e-8
80,-1.6136322809799324e-7,1.6136322809799324e-7,8.062036928805037e-8,8.062036928805037e-8,6.962918653091089e-7,6.962918653091089e-7,-2.6911869048423045e-8,-2.6911869048423045e-8,0.9920634,0.9962648,-2.7939677e-9,0.9920634,1.21071935e-8,0.9962648,-1.6136322e-7,6.962918e-7
81,2.689286205364662e-8,-2.689286205364662e-8,-1.0763572086358949e-7,-1.0763572086358949e-7,4.0170324204684374e-7,4.0170324204684374e-7,-3.2150049231068824e-7,-3.2150049231068824e-7,0.9921007,0.99627376,4.656613e-10,0.9921007,6.9849193e-9,0.99627376,2.6892861e-8,4.0170323e-7
82,-8.06763152448973e-8,8.06763152448973e-8,-6.654356504557405e-11,-6.654356504557405e-11,3.213591993495189e-7,3.213591993495189e-7,-4.018445350080131e-7,-4.018445350080131e-7,0.9921286,0.99628425,-1.3969839e-9,0.9921286,5.5879354e-9,0.99628425,-8.067631e-8,3.2135918e-7
83,-5.378322419131361e-8,5.378322419131361e-8,-2.6959634618629256e-8,-2.6959634618629256e-8,2.677961140699281e-7,2.677961140699281e-7,-4.5540762028760387e-7,-4.5540762028760387e-7,0.99214673,0.9962963,-9.313226e-10,0.99214673,4.656613e-9,0.9962963,-5.378322e-8,2.677961e-7
84,1.8823788465664315e-7,-1.8823788465664315e-7,-2.68980743466586e-7,-2.68980743466586e-7,-4.284702813572916e-7,-4.284702813572916e-7,-1.1516740157148236e-6,-1.1516740157148236e-6,0.9921647,0.9963044,3.259629e-9,0.9921647,-7.450581e-9,0.9963044,1.8823788e-7,-4.2847026e-7
85,2.151264847670166e-7,-2.151264847670166e-7,-2.9586934357695947e-7,-2.9586934357695947e-7,-1.231853560124023e-6,-1.231853560124023e-6,-1.955057294481555e-6,-1.955057294481555e-6,0.9921764,0.99630314,3.7252903e-9,0.9921764,-2.142042e-8,0.99630314,2.1512648e-7,-0.0000012318535
86,-1.3445395438219025e-7,1.3445395438219025e-7,5.3711095572247383e-8,5.3711095572247383e-8,-8.301702665161416e-7,-8.301702665161416e-7,-1.5533740008736736e-6,-1.5533740008736736e-6,0.9921771,0.9962935,-2.3283064e-9,0.9921771,-1.44355e-8,0.9962935,-1.3445394e-7,-8.301702e-7
87,-1.0756376399447606e-7,1.0756376399447606e-7,2.6820905184533194e-8,2.6820905184533194e-8,-8.033999703176997e-8,-8.033999703176997e-8,-8.03543731389302e-7,-8.03543731389302e-7,0.9921716,0.9962818,-1.8626451e-9,0.9921716,-1.3969839e-9,0.9962818,-1.0756376e-7,-8.0339994e-8
88,1.882384062676109e-7,-1.882384062676109e-7,-2.689812650775538e-7,-2.689812650775538e-7,-4.284830544648924e-7,-4.284830544648924e-7,-1.1516867888224244e-6,-1.1516867888224244e-6,0.9921619,0.99627465,3.259629e-9,0.9921619,-7.450581e-9,0.99627465,1.882384e-7,-4.2848302e-7
89,2.420242830415289e-7,-2.420242830415289e-7,-3.2276714185147175e-7,-3.2276714185147175e-7,-2.945838142635868e-7,-2.945838142635868e-7,-1.0177875486211188e-6,-1.0177875486211188e-6,0.9921477,0.9962689,4.1909516e-9,0.9921477,-5.122274e-9,0.9962689,2.4202427e-7,-2.945838e-7
90,0.0,-0.0,-8.074285880994287e-8,-8.074285880994287e-8,-9.10538964873357e-7,-9.10538964873357e-7,-1.633742699230889e-6,-1.633742699230889e-6,0.99213153,0.99626106,0.0,0.99213153,-1.5832484e-8,0.99626106,0.0,-9.105389e-7
91,-5.378435646878021e-8,5.378435646878021e-8,-2.695850234116266e-8,-2.695850234116266e-8,4.2849155290700125e-7,4.2849155290700125e-7,-2.9471218145053073e-7,-2.9471218145053073e-7,0.9921259,0.996255,-9.313226e-10,0.9921259,7.450581e-9,0.996255,-5.3784355e-8,4.2849152e-7
92,-1.6135186715667105e-7,1.6135186715667105e-7,8.060900834672818e-8,8.060900834672818e-8,-4.017116896000777e-7,-4.017116896000777e-7,-1.1249154239576097e-6,-1.1249154239576097e-6,0.99213326,0.9962528,-2.7939677e-9,0.99213326,-6.9849193e-9,0.9962528,-1.6135186e-7,-4.0171167e-7
93,2.420270819296485e-7,-2.420270819296485e-7,-3.227699407395914e-7,-3.227699407395914e-7,6.15961333608071e-7,6.15961333608071e-7,-1.0724240074946097e-7,-1.0724240074946097e-7,0.99213624,0.9962473,4.1909516e-9,0.99213624,1.071021e-8,0.9962473,2.4202706e-7,6.159613e-7
94,-8.067666510591225e-8,8.067666510591225e-8,-6.619370403061879e-11,-6.619370403061879e-11,-3.213738044566162e-7,-3.213738044566162e-7,-1.0445775388141481e-6,-1.0445775388141481e-6,0.99212426,0.996239,-1.3969839e-9,0.99212426,-5.5879354e-9,0.996239,-8.0676664e-8,-3.213738e-7
95,-2.6892995636943243e-8,2.6892995636943243e-8,-5.3849863172999626e-8,-5.3849863172999626e-8,4.820628312954515e-7,4.820628312954515e-7,-2.4114090306208047e-7,-2.4114090306208047e-7,0.9920957,0.99623466,-4.656613e-10,0.9920957,8.381903e-9,0.99623466,-2.6892994e-8,4.8206283e-7
96,-2.4204878603479486e-7,2.4204878603479486e-7,1.61305927224852e-7,1.61305927224852e-7,-6.695349019958919e-7,-6.695349019958919e-7,-1.3927386363534239e-6,-1.3927386363534239e-6,0.99204725,0.9962299,-4.1909516e-9,0.99204725,-1.1641532e-8,0.9962299,-2.4204877e-7,-6.6953487e-7
97,-5.379257502207711e-8,5.379257502207711e-8,-2.6950283787865758e-8,-2.6950283787865758e-8,-8.034502230816669e-8,-8.034502230816669e-8,-8.035487566656987e-7,-8.035487566656987e-7,0.99197435,0.9962195,-9.313226e-10,0.99197435,-1.3969839e-9,0.9962195,-5.3792572e-8,-8.034502e-8
98,8.069726873913878e-8,-8.069726873913878e-8,-1.6144012754908165e-7,-1.6144012754908165e-7,3.74949510177183e-7,3.74949510177183e-7,-3.4825422418034897e-7,-3.4825422418034897e-7,0.991871,0.99620336,1.3969839e-9,0.991871,6.519258e-9,0.99620336,8.069726e-8,3.7494948e-7
99,1.883196503563942e-7,-1.883196503563942e-7,-2.690625091663371e-7,-2.690625091663371e-7,5.356550759003619e-7,5.356550759003619e-7,-1.8754865845717006e-7,-1.8754865845717006e-7,0.9917339,0.9961794,3.259629e-9,0.9917339,9.313226e-9,0.9961794,1.8831965e-7,5.3565503e-7
100,2.959844033231161e-7,-2.959844033231161e-7,-3.7672726213305896e-7,-3.7672726213305896e-7,-1.4731066222663906e-6,-1.4731066222663906e-6,-2.1963103566239227e-6,-2.1963103566239227e-6,0.9915546,0.996142,5.122274e-9,0.9915546,-2.561137e-8,0.996142,2.959844e-7,-0.0000014731065
101,-8.074285880994287e-8,8.074285880994287e-8,0.0,0.0,7.23203734357532e-7,7.23203734357532e-7,0.0,0.0,0.99131095,0.9960838,-1.3969839e-9,0.99131095,1.2572855e-8,0.9960838,-8.074286e-8,7.232037e-7
102,1.0769382323651046e-7,-1.0769382323651046e-7,-1.8843668204645334e-7,-1.8843668204645334e-7,1.125082695689417e-6,1.125082695689417e-6,4.018789613318851e-7,4.018789613318851e-7,0.99097335,0.995996,1.8626451e-9,0.99097335,1.9557774e-8,0.995996,1.07693815e-7,0.0000011250827
103,-1.3466968504512456e-7,1.3466968504512456e-7,5.39268262351817e-8,5.39268262351817e-8,-3.750757654758184e-7,-3.750757654758184e-7,-1.0982794998333504e-6,-1.0982794998333504e-6,0.99058765,0.995868,-2.3283064e-9,0.99058765,-6.519258e-9,0.995868,-1.3466968e-7,-3.7507576e-7
104,1.3471185920020078e-7,-1.3471185920020078e-7,-2.1545471801014365e-7,-2.1545471801014365e-7,-6.698679696821347e-7,-6.698679696821347e-7,-1.3930717040396667e-6,-1.3930717040396667e-6,0.9902775,0.9957345,2.3283064e-9,0.9902775,-1.1641532e-8,0.9957345,1.3471185e-7,-6.698679e-7
105,-2.155843065300852e-7,2.155843065300852e-7,1.3484144772014232e-7,1.3484144772014232e-7,2.1436920741957887e-7,2.1436920741957887e-7,-5.088345269379531e-7,-5.088345269379531e-7,0.9900694,0.9956813,-3.7252903e-9,0.9900694,3.7252903e-9,0.9956813,-2.155843e-7,2.143692e-7
106,2.6952090342924833e-8,-2.6952090342924833e-8,-1.076949491528677e-7,-1.076949491528677e-7,2.6795467108190843e-8,2.6795467108190843e-8,-6.964082672493411e-7,-6.964082672493411e-7,0.98992044,0.9957067,4.656613e-10,0.98992044,4.656613e-10,0.9957067,2.6952089e-8,2.6795465e-8
107,2.695423085622546e-8,-2.695423085622546e-8,-1.0769708966616832e-7,-1.0769708966616832e-7,-1.8755821284343313e-7,-1.8755821284343313e-7,-9.107619472009651e-7,-9.107619472009651e-7,0.9898418,0.9957601,4.656613e-10,0.9898418,-3.259629e-9,0.9957601,2.6954229e-8,-1.875582e-7
108,0.0,-0.0,-8.074285880994287e-8,-8.074285880994287e-8,-6.162175082043347e-7,-6.162175082043347e-7,-1.3394212425618666e-6,-1.3394212425618666e-6,0.9898592,0.99583316,0.0,0.9898592,-1.071021e-8,0.99583316,0.0,-6.1621745e-7
109,-3.503640260449697e-7,3.503640260449697e-7,2.696211672350268e-7,2.696211672350268e-7,6.027952112264344e-7,6.027952112264344e-7,-1.2040852313109756e-7,-1.2040852313109756e-7,0.98995763,0.9958765,-6.0535967e-9,0.98995763,1.0477379e-8,0.9958765,-3.5036402e-7,6.027952e-7
110,0.0,-0.0,-8.074285880994287e-8,-8.074285880994287e-8,2.1432004876642216e-7,2.1432004876642216e-7,-5.088836855911098e-7,-5.088836855911098e-7,0.9900459,0.99590963,0.0,0.9900459,3.7252903e-9,0.99590963,0.0,2.1432004e-7
111,6.737515923370452e-8,-6.737515923370452e-8,-1.4811801804364739e-7,-1.4811801804364739e-7,-5.625449609548267e-7,-5.625449609548267e-7,-1.2857486953123586e-6,-1.2857486953123586e-6,0.98999494,0.9959897,1.1641532e-9,0.98999494,-9.778887e-9,0.9959897,6.7375154e-8,-5.625449e-7
112,0.0,-0.0,-8.074285880994287e-8,-8.074285880994287e-8,8.035856511000037e-8,8.035856511000037e-8,-6.428451692475316e-7,-6.428451692475316e-7,0.98980933,0.9960516,0.0,0.98980933,1.3969839e-9,0.9960516,0.0,8.035856e-8
113,-1.0784067580726301e-7,1.0784067580726301e-7,2.709781699732014e-8,2.709781699732014e-8,8.303774860147482e-7,8.303774860147482e-7,1.0717375165721623e-7,1.0717375165721623e-7,0.98962384,0.9960449,-1.8626451e-9,0.98962384,1.44355e-8,0.9960449,-1.0784067e-7,8.303774e-7
114,5.123021712071842e-7,-5.123021712071842e-7,-5.930450300171272e-7,-5.930450300171272e-7,-9.777745677287483e-7,-9.777745677287483e-7,-1.7009783020862802e-6,-1.7009783020862802e-6,0.98951,0.9959715,8.8475645e-9,0.98951,-1.6996637e-8,0.9959715,5.1230217e-7,-9.777746e-7
115,-2.5616823515443454e-7,2.5616823515443454e-7,1.7542537634449167e-7,1.7542537634449167e-7,9.779193974667234e-7,9.779193974667234e-7,2.5471566310919137e-7,2.5471566310919137e-7,0.9894437,0.9958239,-4.4237822e-9,0.9894437,1.6996637e-8,0.9958239,-2.5616822e-7,9.779194e-7
116,4.853987497119952e-7,-4.853987497119952e-7,-5.66141608521938e-7,-5.66141608521938e-7,1.2060485241047493e-7,1.2060485241047493e-7,-6.025988819470571e-7,-6.025988819470571e-7,0.989388,0.99549824,8.381903e-9,0.989388,2.0954758e-9,0.99549824,4.8539874e-7,1.2060485e-7
117,-3.910320230906595e-7,3.910320230906595e-7,3.102891642807166e-7,3.102891642807166e-7,3.083058976035432e-7,3.083058976035432e-7,-4.148978367539888e-7,-4.148978367539888e-7,0.98934656,0.99519634,-6.7520887e-9,0.98934656,5.355105e-9,0.99519634,-3.91032e-7,3.0830589e-7
118,1.8876165840158656e-7,-1.8876165840158656e-7,-2.6950451721152943e-7,-2.6950451721152943e-7,1.4750623835066787e-7,1.4750623835066787e-7,-5.756974960068641e-7,-5.756974960068641e-7,0.98941165,0.99482125,3.259629e-9,0.98941165,2.561137e-9,0.99482125,1.8876165e-7,1.4750623e-7
119,-8.087527802355092e-8,8.087527802355092e-8,1.324192136080529e-10,1.324192136080529e-10,-1.0732149478327963e-7,-1.0732149478327963e-7,-8.305252291408116e-7,-8.305252291408116e-7,0.98968786,0.99441123,-1.3969839e-9,0.98968786,-1.8626451e-9,0.99441123,-8.0875274e-8,-1.0732149e-7
120,-3.503176408354952e-7,3.503176408354952e-7,2.695747820255523e-7,2.695747820255523e-7,-1.8789284536257925e-7,-1.8789284536257925e-7,-9.110965797201112e-7,-9.110965797201112e-7,0.9900887,0.99398667,-6.0535967e-9,0.9900887,-3.259629e-9,0.99398667,-3.5031763e-7,-1.8789284e-7
121,-8.080818104199077e-8,8.080818104199077e-8,6.532223204790289e-11,6.532223204790289e-11,-8.055456488391274e-7,-8.055456488391274e-7,-1.5287493831966594e-6,-1.5287493831966594e-6,0.99050957,0.9936281,-1.3969839e-9,0.99050957,-1.3969839e-8,0.9936281,-8.080818e-8,-8.055456e-7
122,-4.0385095612326747e-7,4.0385095612326747e-7,3.231080973133246e-7,3.231080973133246e-7,-1.0205861568519946e-6,-1.0205861568519946e-6,-1.7437898912095267e-6,-1.7437898912095267e-6,0.9909755,0.99340576,-6.9849193e-9,0.9909755,-1.7695129e-8,0.99340576,-4.0385095e-7,-0.0000010205861
123,-8.073562622859722e-8,8.073562622859722e-8,-7.2325813456471844e-12,-7.2325813456471844e-12,2.954689499092194e-7,2.954689499092194e-7,-4.277347844483126e-7,-4.277347844483126e-7,0.99139977,0.99328434,-1.3969839e-9,0.99139977,5.122274e-9,0.99328434,-8.0735624e-8,2.9546894e-7
124,0.0,-0.0,-8.074285880994287e-8,-8.074285880994287e-8,5.103678341832305e-7,5.103678341832305e-7,-2.1283590017430148e-7,-2.1283590017430148e-7,0.991713,0.99326026,0.0,0.991713,8.8475645e-9,0.99326026,0.0,5.103678e-7
125,1.6137846931602679e-7,-1.6137846931602679e-7,-2.4212132812596963e-7,-2.4212132812596963e-7,-7.788909721644662e-7,-7.788909721644662e-7,-1.502094706521998e-6,-1.502094706521998e-6,0.99196976,0.993377,2.7939677e-9,0.99196976,-1.3504177e-8,0.993377,1.6137847e-7,-7.788909e-7
126,3.4958364514832576e-7,-3.4958364514832576e-7,-4.3032650395826863e-7,-4.3032650395826863e-7,6.444689251068405e-7,6.444689251068405e-7,-7.873480925069152e-8,-7.873480925069152e-8,0.99216753,0.99357814,6.0535967e-9,0.99216753,1.1175871e-8,0.99357814,3.4958362e-7,6.444689e-7
127,4.3016722177982096e-7,-4.3016722177982096e-7,-5.109100805897638e-7,-5.109100805897638e-7,2.6846931663491605e-8,2.6846931663491605e-8,-6.963568026940404e-7,-6.963568026940404e-7,0.9923741,0.993798,7.450581e-9,0.9923741,4.656613e-10,0.993798,4.301672e-7,2.684693e-8
128,5.106417689968355e-7,-5.106417689968355e-7,-5.913846278067783e-7,-5.913846278067783e-7,-6.173141125696284e-7,-6.173141125696284e-7,-1.3405178469271604e-6,-1.3405178469271604e-6,0.99272746,0.99406415,8.8475645e-9,0.99272746,-1.071021e-8,0.99406415,5.1064177e-7,-6.173141e-7
129,-5.3728321456402187e-8,5.3728321456402187e-8,-2.7014537353540682e-8,-2.7014537353540682e-8,-7.781483508130007e-7,-7.781483508130007e-7,-1.5013520851705326e-6,-1.5013520851705326e-6,0.99316067,0.99432504,-9.313226e-10,0.99316067,-1.3504177e-8,0.99432504,-5.3728318e-8,-7.781483e-7
130,8.056262949836307e-8,-8.056262949836307e-8,-1.6130548830830593e-7,-1.6130548830830593e-7,-3.4876087381888736e-7,-3.4876087381888736e-7,-1.0719646081764194e-6,-1.0719646081764194e-6,0.99352866,0.9945082,1.3969839e-9,0.99352866,-6.0535967e-9,0.9945082,8.056263e-8,-3.4876086e-7
131,-1.073866834320309e-7,1.073866834320309e-7,2.664382462208803e-8,2.664382462208803e-8,5.632827987520514e-7,5.632827987520514e-7,-1.5992093560548061e-7,-1.5992093560548061e-7,0.9938076,0.994685,-1.8626451e-9,0.9938076,9.778887e-9,0.994685,-1.07386676e-7,5.6328275e-7
132,4.5630084726434604e-7,-4.5630084726434604e-7,-5.370437060742889e-7,-5.370437060742889e-7,-5.094724444293048e-7,-5.094724444293048e-7,-1.2326761787868367e-6,-1.2326761787868367e-6,0.99400926,0.9950059,7.916242e-9,0.99400926,-8.8475645e-9,0.9950059,4.5630082e-7,-5.0947244e-7
133,3.220561733801961e-7,-3.220561733801961e-7,-4.0279903219013895e-7,-4.0279903219013895e-7,-7.638471011877685e-7,-7.638471011877685e-7,-1.4870508355453005e-6,-1.4870508355453005e-6,0.99412817,0.9954769,5.5879354e-9,0.99412817,-1.3271347e-8,0.9954769,3.2205617e-7,-7.638471e-7
134,2.6837046499541617e-8,-2.6837046499541617e-8,-1.0757990530948449e-7,-1.0757990530948449e-7,-1.2191048791832193e-6,-1.2191048791832193e-6,-1.942308613540751e-6,-1.942308613540751e-6,0.99416405,0.9957793,4.656613e-10,0.99416405,-2.1187589e-8,0.9957793,2.6837045e-8,-0.0000012191048
135,1.6101542808246584e-7,-1.6101542808246584e-7,-2.417582868924087e-7,-2.417582868924087e-7,3.3493121139738513e-7,3.3493121139738513e-7,-3.8827252296014685e-7,-3.8827252296014685e-7,0.99420637,0.99574274,2.7939677e-9,0.99420637,5.820766e-9,0.99574274,1.6101542e-7,3.349312e-7
136,2.9515649221731243e-7,-2.9515649221731243e-7,-3.758993510272553e-7,-3.758993510272553e-7,-5.35971197591262e-7,-5.35971197591262e-7,-1.259174931948794e-6,-1.259174931948794e-6,0.9943359,0.99559176,5.122274e-9,0.9943359,-9.313226e-9,0.99559176,2.9515647e-7,-5.359712e-7
137,-1.0731720739556901e-7,1.0731720739556901e-7,2.657434858562614e-8,2.657434858562614e-8,-2.1441795896173634e-7,-2.1441795896173634e-7,-9.376216933192683e-7,-9.376216933192683e-7,0.994451,0.99545497,-1.8626451e-9,0.994451,-3.7252903e-9,0.99545497,-1.073172e-7,-2.1441795e-7
138,3.219427929669113e-7,-3.219427929669113e-7,-4.0268565177685416e-7,-4.0268565177685416e-7,-4.959102030454201e-7,-4.959102030454201e-7,-1.2191139374029522e-6,-1.2191139374029522e-6,0.9944783,0.9953171,5.5879354e-9,0.9944783,-8.614734e-9,0.9953171,3.2194276e-7,-4.959102e-7
139,4.0242736529228186e-7,-4.0242736529228186e-7,-4.831702241022247e-7,-4.831702241022247e-7,-1.628911665669683e-6,-1.628911665669683e-6,-2.352115400027215e-6,-2.352115400027215e-6,0.9944811,0.99504226,6.9849193e-9,0.9944811,-2.8288923e-8,0.99504226,4.0242733e-7,-0.0000016289116
140,-3.487541310429626e-7,3.487541310429626e-7,2.6801127223301975e-7,2.6801127223301975e-7,-1.4219849816491662e-6,-1.4219849816491662e-6,-2.1451887160066983e-6,-2.1451887160066983e-6,0.9945274,0.99442863,-6.0535967e-9,0.9945274,-2.4680048e-8,0.99442863,-3.487541e-7,-0.0000014219848
141,2.682494766953333e-8,-2.682494766953333e-8,-1.075678064794762e-7,-1.075678064794762e-7,9.398626612589525e-7,9.398626612589525e-7,2.1665892690142057e-7,2.1665892690142057e-7,0.99461246,0.99356526,4.656613e-10,0.99461246,1.6298145e-8,0.99356526,2.6824946e-8,9.398626e-7
142,5.364655575665112e-8,-5.364655575665112e-8,-1.34389414566594e-7,-1.34389414566594e-7,-9.138754430675246e-7,-9.138754430675246e-7,-1.6370791774250565e-6,-1.6370791774250565e-6,0.9946744,0.99262375,9.313226e-10,0.9946744,-1.5832484e-8,0.99262375,5.3646552e-8,-9.138754e-7
143,1.8776066151001765e-7,-1.8776066151001765e-7,-2.685035203199605e-7,-2.685035203199605e-7,4.842702889110119e-7,4.842702889110119e-7,-2.3893344544652013e-7,-2.3893344544652013e-7,0.9946864,0.9916935,3.259629e-9,0.9946864,8.381903e-9,0.9916935,1.8776065e-7,4.842703e-7
144,2.6823697711543514e-8,-2.6823697711543514e-8,-1.0756655652148639e-7,-1.0756655652148639e-7,-1.023247848564943e-6,-1.023247848564943e-6,-1.7464515829224748e-6,-1.7464515829224748e-6,0.9946588,0.9908218,4.656613e-10,0.9946588,-1.7695129e-8,0.9908218,2.6823697e-8,-0.0000010232478
145,-8.04758703277621e-8,8.04758703277621e-8,-2.669884821807657e-10,-2.669884821807657e-10,3.5037372037563876e-7,3.5037372037563876e-7,-3.728300139818932e-7,-3.728300139818932e-7,0.9945997,0.9899303,-1.3969839e-9,0.9945997,6.0535967e-9,0.9899303,-8.0475864e-8,3.503737e-7
146,1.8779286144561278e-7,-1.8779286144561278e-7,-2.6853572025555564e-7,-2.6853572025555564e-7,-3.4530405870223563e-6,-3.4530405870223563e-6,-4.1762443213798884e-6,-4.1762443213798884e-6,0.9945159,0.9890108,3.259629e-9,0.9945159,-5.9604645e-8,0.9890108,1.8779285e-7,-0.0000034530403
147,2.683028909306538e-7,-2.683028909306538e-7,-3.4904574974059664e-7,-3.4904574974059664e-7,-8.640070936614215e-7,-8.640070936614215e-7,-1.5872108280189533e-6,-1.5872108280189533e-6,0.9944144,0.9881558,4.656613e-9,0.9944144,-1.4901161e-8,0.9881558,2.6830287e-7,-8.6400706e-7
148,-2.683340158387666e-8,2.683340158387666e-8,-5.390945722606621e-8,-5.390945722606621e-8,5.944356957460502e-7,5.944356957460502e-7,-1.287680386114818e-7,-1.287680386114818e-7,0.99429905,0.9874397,-4.656613e-10,0.99429905,1.0244548e-8,0.9874397,-2.68334e-8,5.944357e-7
149,5.367377494361509e-8,-5.367377494361509e-8,-1.3441663375355796e-7,-1.3441663375355796e-7,4.865998289374656e-7,4.865998289374656e-7,-2.3660390542006637e-7,-2.3660390542006637e-7,0.9941699,0.98694587,9.313226e-10,0.9941699,8.381903e-9,0.98694587,5.3673773e-8,4.865998e-7
150,-8.05222491761272e-8,8.05222491761272e-8,-2.2060963381566664e-10,-2.2060963381566664e-10,-1.8386685853568282e-6,-1.8386685853568282e-6,-2.56187231971436e-6,-2.56187231971436e-6,0.99402684,0.9867298,-1.3969839e-9,0.99402684,-3.1664968e-8,0.9867298,-8.052224e-8,-0.0000018386685
151,5.368987491141265e-8,-5.368987491141265e-8,-1.3443273372135553e-7,-1.3443273372135553e-7,2.1630000766672684e-7,2.1630000766672684e-7,-5.069037266908052e-7,-5.069037266908052e-7,0.99387175,0.98679334,9.313226e-10,0.99387175,3.7252903e-9,0.98679334,5.368987e-8,2.163e-7
152,-2.684942203780719e-8,2.684942203780719e-8,-5.389343677213568e-8,-5.389343677213568e-8,-2.054266224772138e-6,-2.054266224772138e-6,-2.7774699591296702e-6,-2.7774699591296702e-6,0.99370575,0.98707384,-4.656613e-10,0.99370575,-3.5390258e-8,0.98707384,-2.684942e-8,-0.0000020542661
153,1.8798009433860117e-7,-1.8798009433860117e-7,-2.6872295314854407e-7,-2.6872295314854407e-7,-1.0268236062489065e-6,-1.0268236062489065e-6,-1.7500273406064386e-6,-1.7500273406064386e-6,0.9935253,0.9873714,3.259629e-9,0.9935253,-1.7695129e-8,0.9873714,1.8798008e-7,-0.0000010268235
154,2.41738084009072e-7,-2.41738084009072e-7,-3.224809428190149e-7,-3.224809428190149e-7,8.646027988310409e-7,8.646027988310409e-7,1.4139906447350892e-7,1.4139906447350892e-7,0.9933224,0.98747504,4.1909516e-9,0.9933224,1.4901161e-8,0.98747504,2.4173806e-7,8.646027e-7
155,1.3433054886054946e-7,-1.3433054886054946e-7,-2.1507340767049233e-7,-2.1507340767049233e-7,-6.485342337673748e-7,-6.485342337673748e-7,-1.3717379681249069e-6,-1.3717379681249069e-6,0.9930886,0.9873499,2.3283064e-9,0.9930886,-1.1175871e-8,0.9873499,1.3433055e-7,-6.485342e-7
156,1.8811419924619038e-7,-1.8811419924619038e-7,-2.6885705805613325e-7,-2.6885705805613325e-7,-1.189284710934066e-6,-1.189284710934066e-6,-1.912488445291598e-6,-1.912488445291598e-6,0.99281704,0.9870965,3.259629e-9,0.99281704,-2.0489097e-8,0.9870965,1.8811419e-7,-0.0000011892846
157,2.6882413931518013e-8,-2.6882413931518013e-8,-1.0762527274146088e-7,-1.0762527274146088e-7,-1.0814558922346554e-7,-1.0814558922346554e-7,-8.313493235809975e-7,-8.313493235809975e-7,0.9924863,0.9868337,4.656613e-10,0.9924863,-1.8626451e-9,0.9868337,2.6882413e-8,-1.08145585e-7
