subject,velocity,trial,column,count,nan_count,min,max,range,std,max_abs_diff,flag_jump_gt_180,flag_range_gt_200,flag_range_gt_300
강비은,30,1,Ankle_L_X_deg,236,0,-1.1667576734573193,4.275302909786356,5.442060583243675,1.343078156290255,0.35876358356114757,false,false,false
강비은,30,4,Hip_L_Z_deg,238,0,-12.571236161531857,8.154064886599047,20.725301048130902,7.619786261848799,0.35565904913996516,false,false,false
강비은,30,5,Knee_R_Y_deg,238,0,-3.3779420852661133,0.19796109199523926,3.5759031772613525,1.2098125378811986,0.3484358787536621,false,false,false
강비은,30,2,Hip_R_Z_deg,238,0,-8.466528858932499,3.585559884990616,12.052088743923115,3.698756380973892,0.34792812877315704,false,false,false
강비은,30,4,Knee_L_Y_deg,238,0,-3.647153377532959,1.798152208328247,5.445305585861206,1.9883213748125228,0.3395681381225586,false,false,false
강비은,30,7,Knee_L_Z_deg,240,0,-3.775564648642966,1.052738764321358,4.828303412964324,1.4955235135128189,0.32344873078783465,false,false,false
강비은,30,8,Knee_R_Z_deg,238,0,-5.086318931503435,0.2569969665791323,5.343315898082567,1.9958735682853437,0.32008486262159863,false,false,false
강비은,30,10,Knee_L_Y_deg,238,0,-4.4489336013793945,0.024367332458496094,4.473300933837891,1.9011572010140525,0.3127312660217285,false,false,false
강비은,30,9,Hip_R_X_deg,237,0,-0.21375418517013323,10.868676828113484,11.082431013283617,4.004289342138334,0.3114532110579944,false,false,false
강비은,30,1,Knee_L_Y_deg,236,0,-3.1375620365142822,0.08422350883483887,3.221785545349121,1.2867792187500966,0.3002009391784668,false,false,false
강비은,30,1,Hip_R_Y_deg,236,0,-3.084225058555603,3.5207122564315796,6.604937314987183,1.6888926652855594,0.29979634284973145,false,false,false
강비은,30,2,Knee_L_Z_deg,238,0,-3.013634848613245,0.5994472836379376,3.613082132251183,0.9823294006892991,0.29808994594686666,false,false,false
강비은,30,5,Knee_L_Y_deg,238,0,-2.5033955574035645,0.7576653957366943,3.261060953140259,1.1383788985680585,0.2977738380432129,false,false,false
강비은,30,4,Knee_R_Y_deg,238,0,-2.7202985286712646,0.018984079360961914,2.7392826080322266,1.0430576625703727,0.29718494415283203,false,false,false
강비은,30,9,Knee_L_Y_deg,237,0,-5.643743515014648,0.022825002670288086,5.6665685176849365,1.8249067284929101,0.29470109939575195,false,false,false
강비은,30,2,Hip_L_Y_deg,238,0,-1.6182763576507568,3.1900099515914917,4.8082863092422485,1.0150718617468895,0.28975486755371094,false,false,false
강비은,30,4,Hip_R_Z_deg,238,0,-0.01408385006856605,5.275211228094724,5.28929507816329,1.8458102005577426,0.286196025280935,false,false,false
강비은,30,6,Ankle_L_X_deg,238,0,-0.10047912632346923,5.068621057590287,5.169100183913756,1.9119701186415212,0.2844590227976367,false,false,false
강비은,30,11,Knee_L_Y_deg,234,0,-5.692118406295776,0.03477191925048828,5.726890325546265,1.9818255391867297,0.28397274017333984,false,false,false
강비은,30,9,Hip_L_X_deg,237,0,-0.6353681022566828,6.4701331865945875,7.10550128885127,2.4189061112692767,0.28354676565661663,false,false,false
강비은,30,2,Hip_R_Y_deg,238,0,-4.231498718261719,2.4274295568466187,6.658928275108337,1.5725672803723048,0.28058910369873047,false,false,false
강비은,30,5,Ankle_R_X_deg,238,0,-1.6730520624302732,3.270289878847051,4.943341941277325,0.782815122771083,0.27871696813977165,false,false,false
강비은,30,7,Ankle_L_Y_deg,240,0,-0.7529745101928711,2.365959644317627,3.118934154510498,0.9356103292995517,0.274810791015625,false,false,false
강비은,30,5,Hip_L_Z_deg,238,0,-4.83266726351373,2.212734123613542,7.045401387127272,2.31799558201429,0.27439303150833005,false,false,false
강비은,30,6,Hip_L_X_deg,238,0,-1.2995322820541375,4.65687334875982,5.956405630813958,1.7101406326044024,0.2562721127534644,false,false,false
강비은,30,3,Hip_L_Y_deg,238,0,-0.5398313999176025,3.0678528547286987,3.6076842546463013,0.9311429090390803,0.2539825439453125,false,false,false
강비은,30,2,Ankle_L_Y_deg,238,0,-0.7121615409851074,1.2911481857299805,2.003309726715088,0.5370921705473365,0.2404189109802246,false,false,false
강비은,30,11,Hip_L_Y_deg,234,0,-0.5010994672775269,3.630013108253479,4.131112575531006,1.2350170718281503,0.23900675773620605,false,false,false
강비은,30,4,Ankle_L_Y_deg,238,0,-0.6002235412597656,1.3505096435546875,1.9507331848144531,0.6038150455248127,0.23881053924560547,false,false,false
강비은,30,5,Knee_R_Z_deg,238,0,-1.3968206428181507,3.5459507642200645,4.942771407038215,1.0520339084211352,0.23851788977966137,false,false,false
강비은,30,3,Hip_R_Y_deg,238,0,-0.5263144969940186,2.007259875535965,2.5335743725299835,0.5929866171248039,0.232613205909729,false,false,false
강비은,30,1,Ankle_L_Y_deg,236,0,-1.6493968963623047,2.9291601181030273,4.578557014465332,1.2221812360743158,0.23221588134765625,false,false,false
강비은,30,8,Ankle_R_Y_deg,238,0,-0.8673925399780273,2.9379940032958984,3.805386543273926,0.7523341412622486,0.22659587860107422,false,false,false
강비은,30,9,Ankle_L_Y_deg,237,0,-2.4032349586486816,1.331435203552246,3.7346701622009277,0.8350902864214135,0.2257976531982422,false,false,false
강비은,30,5,Hip_R_Z_deg,238,0,-3.3128099408644953,1.6743764787990205,4.987186419663516,1.181543074149734,0.21976645918703674,false,false,false
강비은,30,9,Knee_R_Y_deg,237,0,-3.6877001523971558,0.0,3.6877001523971558,1.3383560067655351,0.21240830421447754,false,false,false
강비은,30,5,Knee_L_Z_deg,238,0,-3.5641446806216877,0.7140262682858403,4.278170948907528,0.9188475946372847,0.21070706702666264,false,false,false
강비은,30,10,Hip_L_Y_deg,238,0,-0.0000247955322265625,3.814210891723633,3.8142356872558594,1.2456568689430043,0.2097163200378418,false,false,false
강비은,30,8,Knee_L_Y_deg,238,0,-2.167417049407959,0.4684605598449707,2.6358776092529297,0.8863618962774176,0.2080230712890625,false,false,false
강비은,30,8,Ankle_L_Y_deg,238,0,-0.8884472846984863,1.2599248886108398,2.148372173309326,0.5065562376472561,0.2079935073852539,false,false,false
강비은,30,7,Knee_R_Z_deg,240,0,-4.0916807444699685,0.13959796757765996,4.2312787120476285,1.4832045117175046,0.2077350809640599,false,false,false
강비은,30,6,Hip_R_X_deg,238,0,-2.1746733213504683,3.2579541303191846,5.432627451669653,1.3504417749633564,0.20504569397836647,false,false,false
강비은,30,3,Knee_L_Y_deg,238,0,-4.788046598434448,0.20520949363708496,4.993256092071533,1.57822755529801,0.2038259506225586,false,false,false
강비은,30,2,Ankle_R_Y_deg,238,0,-0.10584259033203125,3.3956871032714844,3.5015296936035156,0.8974700902951347,0.194000244140625,false,false,false
강비은,30,6,Hip_L_Z_deg,238,0,-5.482976404579814,0.9104360418323738,6.393412446412188,1.8836812940920122,0.1872735417579947,false,false,false
강비은,30,7,Hip_L_Z_deg,240,0,-3.4531033070770265,1.8658582708593894,5.318961577936416,1.507184557474742,0.18432033871560982,false,false,false
강비은,30,6,Ankle_R_X_deg,238,0,-1.4677577068774337,2.879762287107347,4.347519993984781,1.153927986382599,0.18161558380428566,false,false,false
강비은,30,8,Hip_L_Z_deg,238,0,-4.126789410907715,1.879824727051596,6.0066141379593105,1.7902093176386804,0.17795076042775015,false,false,false
강비은,30,8,Hip_R_Z_deg,238,0,-0.2302448231474834,5.28447125706197,5.514716080209453,2.3327195100909206,0.17460951726314455,false,false,false
강비은,30,11,Ankle_R_Y_deg,234,0,-0.31016016006469727,4.416412830352783,4.7265729904174805,1.3580735868510605,0.1714487075805664,false,false,false
강비은,30,4,Hip_L_Y_deg,238,0,-2.1319013833999634,4.660908460617065,6.792809844017029,2.583303680178504,0.17052912712097168,false,false,false
강비은,30,7,Hip_L_Y_deg,240,0,-1.139499843120575,0.573124885559082,1.712624728679657,0.39175748239533653,0.16305851936340332,false,false,false
강비은,30,6,Knee_R_Y_deg,238,0,-3.122469902038574,0.17139029502868652,3.2938601970672607,1.198971900649716,0.16276168823242188,false,false,false
강비은,30,6,Knee_L_Z_deg,238,0,-0.9990568925396417,3.0293955101230488,4.0284524026626904,0.9371941827300949,0.16089364363611125,false,false,false
강비은,30,7,Hip_R_Z_deg,240,0,-0.05746536969507954,4.43989232609368,4.497357695788759,1.7300123246355728,0.1604471200191231,false,false,false
강비은,30,6,Knee_R_Z_deg,238,0,-5.335776863342753,0.29728019500424974,5.633057058347003,2.2434416622845292,0.1552747458267194,false,false,false
강비은,30,10,Ankle_R_X_deg,238,0,-0.09972503075041761,3.9570653998918326,4.05679043064225,1.2553999302130263,0.15433580825925475,false,false,false
강비은,30,10,Ankle_L_Y_deg,238,0,-0.4155092239379883,2.099426746368408,2.5149359703063965,0.8448795916261375,0.1518239974975586,false,false,false
강비은,30,3,Ankle_L_Y_deg,238,0,-2.022184371948242,0.8043994903564453,2.8265838623046875,0.7089039531373204,0.14988136291503906,false,false,false
강비은,30,4,Ankle_R_Y_deg,238,0,-0.0073566436767578125,4.309413433074951,4.316770076751709,1.6483217530193692,0.14872407913208008,false,false,false
강비은,30,8,Hip_L_Y_deg,238,0,-0.5675988364964724,2.3979218006134033,2.9655206371098757,1.0190587320340783,0.14834463596343994,false,false,false
강비은,30,5,Ankle_L_Y_deg,238,0,-2.2499051094055176,0.6472210884094238,2.8971261978149414,0.822845805148939,0.14182233810424805,false,false,false
강비은,30,6,Knee_L_Y_deg,238,0,-2.281240224838257,0.21030068397521973,2.4915409088134766,0.940967371447364,0.12752890586853027,false,false,false
강비은,30,5,Hip_R_Y_deg,238,0,-0.08910292387008667,1.7878278493881226,1.8769307732582092,0.5839079541045809,0.11676808819174767,false,false,false
강비은,30,5,Hip_L_Y_deg,238,0,-1.3399099111557007,0.34201884269714355,1.6819287538528442,0.37593608240403115,0.1149512529373169,false,false,false
강비은,30,11,Ankle_L_Y_deg,234,0,-1.8048810958862305,0.6875019073486328,2.4923830032348633,0.7547052716398945,0.10374832153320312,false,false,false
강비은,30,9,Hip_R_Y_deg,237,0,-1.9762799739837646,0.03400146961212158,2.0102814435958862,0.7229799456150765,0.09353280067443848,false,false,false
강비은,30,9,Ankle_R_Y_deg,237,0,-0.5218396186828613,1.4815011024475098,2.003340721130371,0.43451891112086866,0.09152507781982422,false,false,false
강비은,30,8,Hip_R_Y_deg,238,0,-1.874042809009552,0.24873042851686478,2.122773237526417,0.8463154729396563,0.09093290567398071,false,false,false
강비은,30,6,Ankle_R_Y_deg,238,0,-0.3967456817626953,1.5422110557556152,1.9389567375183105,0.5331712105481436,0.08957576751708984,false,false,false
강비은,30,7,Hip_R_Y_deg,240,0,-0.6350276470184326,0.6363792419433594,1.271406888961792,0.3024476945048883,0.08749377727508545,false,false,false
강비은,30,4,Hip_R_Y_deg,238,0,-1.8638393878936768,0.11041820049285889,1.9742575883865356,0.6061063476812247,0.0860527753829956,false,false,false
강비은,30,9,Hip_L_Y_deg,237,0,-0.8499248027801514,1.058610200881958,1.9085350036621094,0.3923288030633175,0.08594179153442383,false,false,false
강비은,30,6,Hip_R_Z_deg,238,0,-0.0843401363666696,5.389174321778561,5.47351445814523,1.8947564268561532,0.08495261223614925,false,false,false
강비은,30,6,Ankle_L_Y_deg,238,0,-0.4608173370361328,2.7300667762756348,3.1908841133117676,1.0383766051026935,0.08164596557617188,false,false,false
강비은,30,6,Hip_L_Y_deg,238,0,-0.09609434008598328,1.7024845778942108,1.798578917980194,0.5967406013865104,0.06241905689239502,false,false,false
강비은,30,6,Hip_R_Y_deg,238,0,-1.1615018844604492,0.25809788703918457,1.4195997714996338,0.45691335696198954,0.043502211570739746,false,false,false
강비은,30,10,Ankle_R_Z_deg,238,0,-5.293781265587502e-6,3.9195986468011095e-6,9.213379912388612e-6,1.5395216653522359e-6,6.460926466161588e-6,false,false,false
강비은,30,2,Ankle_R_Z_deg,238,0,-1.6151829667759894e-6,3.982132422948675e-6,5.597315389724664e-6,9.086294280876422e-7,5.208320626407451e-6,false,false,false
강비은,30,11,Ankle_R_Z_deg,234,0,-3.0501570411332217e-6,2.7461430094612826e-6,5.796300050594504e-6,6.738727590809467e-7,4.667218303559677e-6,false,false,false
강비은,30,1,Ankle_R_Z_deg,236,0,-4.1762443213798884e-6,9.372649368617578e-7,5.113509258241646e-6,7.597996278526143e-7,3.803414307397995e-6,false,false,false
강비은,30,3,Ankle_R_Z_deg,238,0,-2.6830385273038943e-6,1.3914331840455268e-6,4.0744717113494215e-6,5.259980715708457e-7,3.2971493378649776e-6,false,false,false
강비은,30,9,Ankle_R_Z_deg,237,0,-2.8536524877484557e-6,1.5771836332191094e-6,4.4308361209675655e-6,6.724925415651522e-7,3.1813565883542446e-6,false,false,false
강비은,30,11,Ankle_L_Z_deg,234,0,-2.3646651563560213e-6,1.4620532533041192e-6,3.8267184096601405e-6,4.5241259451766387e-7,2.856850548202886e-6,false,false,false
강비은,30,8,Ankle_R_Z_deg,238,0,-1.4649311718465322e-6,2.317149959414327e-6,3.782081131260859e-6,5.380151311022229e-7,2.7490852133749172e-6,false,false,false
강비은,30,4,Ankle_R_Z_deg,238,0,-1.5466215942293955e-6,1.4569040243303608e-6,3.0035256185597563e-6,3.799369594397509e-7,2.6624811011757863e-6,false,false,false
강비은,30,9,Ankle_L_Z_deg,237,0,-1.3174089289447071e-6,2.028666601696412e-6,3.3460755306411192e-6,4.5041117585685117e-7,2.5429042549272353e-6,false,false,false
강비은,30,3,Ankle_L_Z_deg,238,0,-8.658983786972069e-7,2.0518092590029263e-6,2.9177076377001334e-6,4.608591893351621e-7,2.2063035576553312e-6,false,false,false
강비은,30,7,Ankle_R_Z_deg,240,0,-1.0189529293008444e-6,2.1634642849841372e-6,3.182417214284982e-6,5.463961118560894e-7,2.109099852591442e-6,false,false,false
강비은,30,5,Ankle_R_Z_deg,238,0,-1.7473505857865188e-6,1.5151613411531986e-6,3.2625119269397174e-6,5.330130027973961e-7,2.1088178773356025e-6,false,false,false
강비은,30,6,Ankle_R_Z_deg,238,0,-1.666536202662899e-6,1.4029618550993959e-6,3.069498057762295e-6,5.045452268760554e-7,2.096553862039379e-6,false,false,false
강비은,30,10,Ankle_L_Z_deg,238,0,-1.8481162067603974e-6,3.76152141513338e-7,2.2242683482737356e-6,3.902234930029984e-7,1.7487674338415796e-6,false,false,false
강비은,30,2,Ankle_L_Z_deg,238,0,-6.195771599199115e-7,7.41041487260849e-7,1.3606186471807604e-6,1.9853251975493254e-7,1.0506654003632812e-6,false,false,false
강비은,30,1,Ankle_L_Z_deg,236,0,-6.753348851796963e-7,5.431080315187793e-7,1.2184429166984755e-6,2.096583853386285e-7,9.763733171138452e-7,false,false,false
강비은,30,4,Ankle_L_Z_deg,238,0,-7.567638659677433e-7,5.665371041354686e-7,1.3233009701032118e-6,1.6880538825422607e-7,8.364135681336671e-7,false,false,false
강비은,30,7,Ankle_L_Z_deg,240,0,-3.778400237161345e-7,3.7713310091041373e-7,7.549731246265483e-7,1.1923391954005004e-7,5.918540776777625e-7,false,false,false
강비은,30,6,Ankle_L_Z_deg,238,0,-1.7723055740394058e-7,5.26438464544417e-7,7.036690219483576e-7,1.2311988096403016e-7,5.414953757953086e-7,false,false,false
강비은,30,8,Ankle_L_Z_deg,238,0,-3.90946955975149e-7,2.712212470452868e-7,6.621682030204359e-7,8.332004777791075e-8,4.878293932106633e-7,false,false,false
강비은,30,5,Ankle_L_Z_deg,238,0,-2.1445990093632082e-7,2.954617141473191e-7,5.099216150836399e-7,6.6672828895948e-8,3.491816898282371e-7,false,false,false
